ID,数学,判定
20143310,12,不合格
20143311,16,不合格
20143312,10,不合格
20143313,69,B
20143314,28,不合格
20143315,20,不合格
20143316,87,A
20143317,26,不合格
20143318,11,不合格
20143319,4,不合格
20143320,49,不合格
20143321,55,不合格
20143322,31,不合格
20143323,33,不合格
20143324,25,不合格
20143325,46,不合格
20143326,56,不合格
20143327,60,B
20143328,93,A
20143329,98,A
20143330,70,B
20143331,66,B
20143332,29,不合格
20143333,54,不合格
20143334,98,A
20143335,95,A
20143336,51,不合格
20143337,42,不合格
20143338,91,A
20143339,6,不合格
20143340,98,A
20143341,33,不合格
20143342,78,B
20143343,55,不合格
20143344,2,不合格
20143345,1,不合格
20143346,11,不合格
20143347,21,不合格
20143348,0,不合格
20143349,26,不合格
20143350,13,不合格
20143351,85,A
20143352,88,A
20143353,24,不合格
20143354,66,B
20143355,73,B
20143356,5,不合格
20143357,51,不合格
20143358,55,不合格
20143359,55,不合格
20143360,18,不合格
20143361,36,不合格
20143362,40,不合格
20143363,46,不合格
20143364,82,A
20143365,81,A
20143366,14,不合格
20143367,5,不合格
20143368,23,不合格
20143369,16,不合格
20143370,58,不合格
20143371,58,不合格
20143372,42,不合格
20143373,2,不合格
20143374,50,不合格
20143375,38,不合格
20143376,38,不合格
20143377,72,B
20143378,3,不合格
20143379,69,B
20143380,86,A
20143381,35,不合格
20143382,40,不合格
20143383,1,不合格
20143384,17,不合格
20143385,13,不合格
20143386,3,不合格
20143387,63,B
20143388,67,B
20143389,37,不合格
20143390,46,不合格
20143391,70,B
20143392,46,不合格
20143393,9,不合格
20143394,66,B
20143395,25,不合格
20143396,96,A
20143397,72,B
20143398,66,B
20143399,83,A
20143400,76,B
20143401,63,B
20143402,53,不合格
20143403,17,不合格
20143404,35,不合格
20143405,60,B
20143406,46,不合格
20143407,5,不合格
20143408,11,不合格
20143409,50,不合格
20143410,75,B
20143411,10,不合格
20143412,52,不合格
20143413,49,不合格
20143414,58,不合格
20143415,36,不合格
20143416,32,不合格
20143417,42,不合格
20143418,12,不合格
20143419,73,B
20143420,87,A
20143421,67,B
20143422,89,A
20143423,5,不合格
20143424,39,不合格
20143425,85,A
20143426,30,不合格
20143427,53,不合格
20143428,64,B
20143429,83,A
20143430,5,不合格
20143431,96,A
20143432,61,B
20143433,33,不合格
20143434,55,不合格
20143435,95,A
20143436,6,不合格
20143437,42,不合格
20143438,91,A
20143439,72,B
20143440,51,不合格
20143441,86,A
20143442,9,不合格
20143443,65,B
20143444,43,不合格
20143445,2,不合格
20143446,39,不合格
20143447,36,不合格
20143448,23,不合格
20143449,97,A
20143450,91,A
20143451,9,不合格
20143452,23,不合格
20143453,48,不合格
20143454,50,不合格
20143455,24,不合格
20143456,2,不合格
20143457,84,A
20143458,89,A
20143459,66,B
20143460,92,A
20143461,13,不合格
20143462,24,不合格
20143463,6,不合格
20143464,13,不合格
20143465,71,B
20143466,57,不合格
20143467,24,不合格
20143468,25,不合格
20143469,89,A
20143470,87,A
20143471,61,B
20143472,63,B
20143473,61,B
20143474,59,不合格
20143475,10,不合格
20143476,15,不合格
20143477,41,不合格
20143478,25,不合格
20143479,66,B
20143480,31,不合格
20143481,29,不合格
20143482,19,不合格
20143483,29,不合格
20143484,32,不合格
20143485,82,A
20143486,41,不合格
20143487,32,不合格
20143488,28,不合格
20143489,94,A
20143490,77,B
20143491,38,不合格
20143492,5,不合格
20143493,88,A
20143494,0,不合格
20143495,68,B
20143496,56,不合格
20143497,27,不合格
20143498,24,不合格
20143499,52,不合格
20143500,86,A
20143501,93,A
20143502,10,不合格
20143503,94,A
20143504,49,不合格
20143505,45,不合格
20143506,16,不合格
20143507,9,不合格
20143508,53,不合格
20143509,92,A
20143510,26,不合格
20143511,63,B
20143512,34,不合格
20143513,67,B
20143514,43,不合格
20143515,83,A
20143516,17,不合格
20143517,35,不合格
20143518,60,B
20143519,59,不合格
20143520,50,不合格
20143521,42,不合格
20143522,10,不合格
20143523,77,B
20143524,6,不合格
20143525,90,A
20143526,17,不合格
20143527,47,不合格
20143528,63,B
20143529,70,B
20143530,14,不合格
20143531,33,不合格
20143532,89,A
20143533,83,A
20143534,13,不合格
20143535,16,不合格
20143536,7,不合格
20143537,54,不合格
20143538,47,不合格
20143539,33,不合格
20143540,83,A
20143541,67,B
20143542,86,A
20143543,66,B
20143544,43,不合格
20143545,89,A
20143546,97,A
20143547,26,不合格
20143548,59,不合格
20143549,93,A
20143550,77,B
20143551,44,不合格
20143552,59,不合格
20143553,17,不合格
20143554,61,B
20143555,39,不合格
20143556,31,不合格
20143557,9,不合格
20143558,98,A
20143559,72,B
20143560,14,不合格
20143561,72,B
20143562,23,不合格
20143563,36,不合格
20143564,21,不合格
20143565,74,B
20143566,87,A
20143567,70,B
20143568,64,B
20143569,33,不合格
20143570,26,不合格
20143571,7,不合格
20143572,60,B
20143573,24,不合格
20143574,93,A
20143575,46,不合格
20143576,88,A
20143577,51,不合格
20143578,9,不合格
20143579,31,不合格
20143580,28,不合格
20143581,38,不合格
20143582,40,不合格
20143583,44,不合格
20143584,43,不合格
20143585,41,不合格
20143586,93,A
20143587,62,B
20143588,5,不合格
20143589,69,B
20143590,88,A
20143591,87,A
20143592,30,不合格
20143593,1,不合格
20143594,32,不合格
20143595,75,B
20143596,94,A
20143597,62,B
20143598,32,不合格
20143599,60,B
20143600,29,不合格
20143601,69,B
20143602,30,不合格
20143603,62,B
20143604,53,不合格
20143605,35,不合格
20143606,0,不合格
20143607,60,B
20143608,19,不合格
20143609,40,不合格
20143610,60,B
20143611,16,不合格
20143612,76,B
20143613,35,不合格
20143614,90,A
20143615,76,B
20143616,42,不合格
20143617,73,B
20143618,65,B
20143619,78,B
20143620,30,不合格
20143621,5,不合格
20143622,41,不合格
20143623,17,不合格
20143624,34,不合格
20143625,8,不合格
20143626,36,不合格
20143627,99,A
20143628,54,不合格
20143629,88,A
20143630,22,不合格
20143631,33,不合格
20143632,95,A
20143633,27,不合格
20143634,63,B
20143635,79,B
20143636,15,不合格
20143637,14,不合格
20143638,62,B
20143639,41,不合格
20143640,21,不合格
20143641,0,不合格
20143642,31,不合格
20143643,30,不合格
20143644,52,不合格
20143645,80,A
20143646,37,不合格
20143647,70,B
20143648,57,不合格
20143649,75,B
20143650,39,不合格
20143651,20,不合格
20143652,89,A
20143653,42,不合格
20143654,21,不合格
20143655,99,A
20143656,79,B
20143657,13,不合格
20143658,8,不合格
20143659,75,B
20143660,36,不合格
20143661,42,不合格
20143662,73,B
20143663,99,A
20143664,1,不合格
20143665,75,B
20143666,51,不合格
20143667,1,不合格
20143668,12,不合格
20143669,66,B
20143670,54,不合格
20143671,75,B
20143672,58,不合格
20143673,74,B
20143674,74,B
20143675,46,不合格
20143676,39,不合格
20143677,26,不合格
20143678,47,不合格
20143679,90,A
20143680,49,不合格
20143681,42,不合格
20143682,21,不合格
20143683,65,B
20143684,83,A
20143685,33,不合格
20143686,83,A
20143687,37,不合格
20143688,81,A
20143689,61,B
20143690,48,不合格
20143691,2,不合格
20143692,35,不合格
20143693,40,不合格
20143694,83,A
20143695,11,不合格
20143696,52,不合格
20143697,44,不合格
20143698,69,B
20143699,39,不合格
20143700,35,不合格
20143701,95,A
20143702,44,不合格
20143703,92,A
20143704,38,不合格
20143705,63,B
20143706,72,B
20143707,53,不合格
20143708,54,不合格
20143709,84,A
20143710,68,B
20143711,43,不合格
20143712,68,B
20143713,37,不合格
20143714,44,不合格
20143715,70,B
20143716,34,不合格
20143717,88,A
20143718,84,A
20143719,65,B
20143720,25,不合格
20143721,28,不合格
20143722,59,不合格
20143723,15,不合格
20143724,83,A
20143725,21,不合格
20143726,80,A
20143727,59,不合格
20143728,94,A
20143729,91,A
20143730,59,不合格
20143731,88,A
20143732,26,不合格
20143733,19,不合格
20143734,34,不合格
20143735,70,B
20143736,59,不合格
20143737,58,不合格
20143738,8,不合格
20143739,14,不合格
20143740,95,A
20143741,85,A
20143742,99,A
20143743,35,不合格
20143744,6,不合格
20143745,20,不合格
20143746,76,B
20143747,44,不合格
20143748,37,不合格
20143749,80,A
20143750,74,B
20143751,59,不合格
20143752,10,不合格
20143753,7,不合格
20143754,69,B
20143755,93,A
20143756,56,不合格
20143757,75,B
20143758,2,不合格
20143759,96,A
20143760,49,不合格
20143761,28,不合格
20143762,27,不合格
20143763,49,不合格
20143764,8,不合格
20143765,37,不合格
20143766,30,不合格
20143767,15,不合格
20143768,13,不合格
20143769,18,不合格
20143770,63,B
20143771,49,不合格
20143772,32,不合格
20143773,86,A
20143774,11,不合格
20143775,88,A
20143776,58,不合格
20143777,66,B
20143778,11,不合格
20143779,73,B
20143780,3,不合格
20143781,55,不合格
20143782,48,不合格
20143783,96,A
20143784,86,A
20143785,46,不合格
20143786,40,不合格
20143787,53,不合格
20143788,46,不合格
20143789,29,不合格
20143790,57,不合格
20143791,31,不合格
20143792,8,不合格
20143793,89,A
20143794,8,不合格
20143795,95,A
20143796,63,B
20143797,31,不合格
20143798,55,不合格
20143799,66,B
20143800,88,A
20143801,4,不合格
20143802,47,不合格
20143803,54,不合格
20143804,21,不合格
20143805,11,不合格
20143806,65,B
20143807,20,不合格
20143808,93,A
20143809,76,B
20143810,51,不合格
20143811,86,A
20143812,63,B
20143813,32,不合格
20143814,5,不合格
20143815,7,不合格
20143816,11,不合格
20143817,67,B
20143818,62,B
20143819,30,不合格
20143820,93,A
20143821,22,不合格
20143822,46,不合格
20143823,85,A
20143824,66,B
20143825,56,不合格
20143826,44,不合格
20143827,74,B
20143828,54,不合格
20143829,94,A
20143830,58,不合格
20143831,71,B
20143832,4,不合格
20143833,48,不合格
20143834,66,B
20143835,62,B
20143836,79,B
20143837,62,B
20143838,49,不合格
20143839,41,不合格
20143840,9,不合格
20143841,49,不合格
20143842,52,不合格
20143843,23,不合格
20143844,39,不合格
20143845,67,B
20143846,83,A
20143847,72,B
20143848,44,不合格
20143849,3,不合格
20143850,83,A
20143851,91,A
20143852,24,不合格
20143853,58,不合格
20143854,58,不合格
20143855,46,不合格
20143856,12,不合格
20143857,51,不合格
20143858,54,不合格
20143859,77,B
20143860,20,不合格
20143861,4,不合格
20143862,82,A
20143863,98,A
20143864,48,不合格
20143865,70,B
20143866,68,B
20143867,5,不合格
20143868,14,不合格
20143869,24,不合格
20143870,30,不合格
20143871,97,A
20143872,78,B
20143873,18,不合格
20143874,32,不合格
20143875,85,A
20143876,82,A
20143877,72,B
20143878,64,B
20143879,91,A
20143880,38,不合格
20143881,17,不合格
20143882,63,B
20143883,84,A
20143884,9,不合格
20143885,67,B
20143886,66,B
20143887,76,B
20143888,31,不合格
20143889,14,不合格
20143890,45,不合格
20143891,54,不合格
20143892,77,B
20143893,85,A
20143894,89,A
20143895,92,A
20143896,63,B
20143897,70,B
20143898,75,B
20143899,56,不合格
20143900,90,A
20143901,88,A
20143902,54,不合格
20143903,63,B
20143904,10,不合格
20143905,81,A
20143906,85,A
20143907,88,A
20143908,56,不合格
20143909,40,不合格
20143910,48,不合格
20143911,92,A
20143912,92,A
20143913,35,不合格
20143914,73,B
20143915,21,不合格
20143916,29,不合格
20143917,16,不合格
20143918,32,不合格
20143919,65,B
20143920,23,不合格
20143921,90,A
20143922,28,不合格
20143923,52,不合格
20143924,59,不合格
20143925,11,不合格
20143926,46,不合格
20143927,80,A
20143928,24,不合格
20143929,62,B
20143930,18,不合格
20143931,95,A
20143932,17,不合格
20143933,50,不合格
20143934,80,A
20143935,25,不合格
20143936,89,A
20143937,67,B
20143938,58,不合格
20143939,79,B
20143940,7,不合格
20143941,77,B
20143942,96,A
20143943,50,不合格
20143944,3,不合格
20143945,33,不合格
20143946,34,不合格
20143947,67,B
20143948,5,不合格
20143949,48,不合格
20143950,33,不合格
20143951,29,不合格
20143952,10,不合格
20143953,87,A
20143954,1,不合格
20143955,33,不合格
20143956,84,A
20143957,15,不合格
20143958,1,不合格
20143959,97,A
20143960,26,不合格
20143961,36,不合格
20143962,9,不合格
20143963,49,不合格
20143964,92,A
20143965,79,B
20143966,23,不合格
20143967,11,不合格
20143968,88,A
20143969,76,B
20143970,7,不合格
20143971,54,不合格
20143972,29,不合格
20143973,13,不合格
20143974,36,不合格
20143975,85,A
20143976,48,不合格
20143977,41,不合格
20143978,93,A
20143979,56,不合格
20143980,72,B
20143981,32,不合格
20143982,97,A
20143983,0,不合格
20143984,18,不合格
20143985,7,不合格
20143986,87,A
20143987,53,不合格
20143988,47,不合格
20143989,56,不合格
20143990,74,B
20143991,70,B
20143992,11,不合格
20143993,3,不合格
20143994,88,A
20143995,56,不合格
20143996,67,B
20143997,64,B
20143998,97,A
20143999,79,B
20144000,88,A
20144001,8,不合格
20144002,46,不合格
20144003,56,不合格
20144004,5,不合格
20144005,18,不合格
20144006,77,B
20144007,42,不合格
20144008,31,不合格
20144009,44,不合格
20144010,27,不合格
20144011,72,B
20144012,95,A
20144013,35,不合格
20144014,33,不合格
20144015,64,B
20144016,92,A
20144017,9,不合格
20144018,5,不合格
20144019,43,不合格
20144020,37,不合格
20144021,59,不合格
20144022,43,不合格
20144023,85,A
20144024,15,不合格
20144025,24,不合格
20144026,36,不合格
20144027,34,不合格
20144028,69,B
20144029,23,不合格
20144030,16,不合格
20144031,25,不合格
20144032,9,不合格
20144033,50,不合格
20144034,60,B
20144035,25,不合格
20144036,10,不合格
20144037,67,B
20144038,86,A
20144039,44,不合格
20144040,4,不合格
20144041,69,B
20144042,45,不合格
20144043,87,A
20144044,38,不合格
20144045,92,A
20144046,75,B
20144047,0,不合格
20144048,31,不合格
20144049,95,A
20144050,35,不合格
20144051,44,不合格
20144052,55,不合格
20144053,45,不合格
20144054,69,B
20144055,25,不合格
20144056,14,不合格
20144057,65,B
20144058,8,不合格
20144059,77,B
20144060,60,B
20144061,19,不合格
20144062,21,不合格
20144063,37,不合格
20144064,65,B
20144065,54,不合格
20144066,84,A
20144067,65,B
20144068,4,不合格
20144069,89,A
20144070,21,不合格
20144071,36,不合格
20144072,44,不合格
20144073,82,A
20144074,19,不合格
20144075,15,不合格
20144076,27,不合格
20144077,87,A
20144078,84,A
20144079,32,不合格
20144080,24,不合格
20144081,63,B
20144082,34,不合格
20144083,74,B
20144084,75,B
20144085,54,不合格
20144086,15,不合格
20144087,47,不合格
20144088,54,不合格
20144089,32,不合格
20144090,96,A
20144091,72,B
20144092,32,不合格
20144093,33,不合格
20144094,35,不合格
20144095,32,不合格
20144096,5,不合格
20144097,45,不合格
20144098,19,不合格
20144099,12,不合格
20144100,20,不合格
20144101,27,不合格
20144102,3,不合格
20144103,12,不合格
20144104,30,不合格
20144105,99,A
20144106,49,不合格
20144107,45,不合格
20144108,45,不合格
20144109,13,不合格
20144110,98,A
20144111,70,B
20144112,5,不合格
20144113,10,不合格
20144114,81,A
20144115,21,不合格
20144116,8,不合格
20144117,15,不合格
20144118,20,不合格
20144119,86,A
20144120,24,不合格
20144121,63,B
20144122,89,A
20144123,38,不合格
20144124,26,不合格
20144125,31,不合格
20144126,89,A
20144127,6,不合格
20144128,93,A
20144129,68,B
20144130,44,不合格
20144131,80,A
20144132,28,不合格
20144133,13,不合格
20144134,80,A
20144135,52,不合格
20144136,22,不合格
20144137,11,不合格
20144138,73,B
20144139,23,不合格
20144140,43,不合格
20144141,65,B
20144142,39,不合格
20144143,32,不合格
20144144,53,不合格
20144145,89,A
20144146,76,B
20144147,81,A
20144148,56,不合格
20144149,39,不合格
20144150,72,B
20144151,58,不合格
20144152,73,B
20144153,50,不合格
20144154,27,不合格
20144155,3,不合格
20144156,14,不合格
20144157,90,A
20144158,39,不合格
20144159,61,B
20144160,56,不合格
20144161,23,不合格
20144162,96,A
20144163,95,A
20144164,0,不合格
20144165,6,不合格
20144166,79,B
20144167,40,不合格
20144168,78,B
20144169,46,不合格
20144170,56,不合格
20144171,2,不合格
20144172,29,不合格
20144173,40,不合格
20144174,17,不合格
20144175,87,A
20144176,14,不合格
20144177,21,不合格
20144178,58,不合格
20144179,3,不合格
20144180,78,B
20144181,94,A
20144182,37,不合格
20144183,55,不合格
20144184,31,不合格
20144185,34,不合格
20144186,80,A
20144187,94,A
20144188,63,B
20144189,0,不合格
20144190,85,A
20144191,24,不合格
